"uf","municipio","codigo","nascidos_vivos","porc_premat","porc_gesta_multipla","porc_cesarea","porc_0_consulta","porc_7mais_consulta","porc_apgar1_menor_7","porc_apgar5_menor_7","porc_anomalia","porc_peso_menor_2500","porc_fem"
"RS","TABAI","432085",51,11.7647058823529,3.92156862745098,54.9019607843137,0,86.2745098039216,11.7647058823529,0,0,9.80392156862745,58.8235294117647
"RS","TAPEJARA","432090",346,15.606936416185,3.46820809248555,75.7225433526011,0.289017341040462,90.1734104046243,6.95652173913043,0.869565217391304,0.579710144927536,10.1156069364162,48.8439306358381
"RS","TAPERA","432100",113,16.8141592920354,1.76991150442478,82.3008849557522,0,86.7256637168142,5.30973451327434,1.76991150442478,2.65486725663717,9.73451327433628,52.212389380531
"RS","TAPES","432110",144,11.1111111111111,0.694444444444444,52.7777777777778,0.694444444444444,73.6111111111111,5.55555555555556,2.08333333333333,2.08333333333333,8.33333333333333,45.8333333333333
"RS","TAQUARA","432120",637,9.44881889763779,1.88383045525903,67.6609105180534,1.0989010989011,81.0047095761381,5.51181102362205,1.5748031496063,0.969305331179321,9.41915227629513,49.607535321821
"RS","TAQUARI","432130",233,14.5922746781116,2.14592274678112,74.2489270386266,0.429184549356223,78.5407725321888,5.17241379310345,0.862068965517241,0.865800865800866,9.87124463519313,48.9270386266095
"RS","TAQUARUCU DO SUL","432132",41,7.5,0,92.6829268292683,0,80.4878048780488,4.8780487804878,0,0,2.4390243902439,58.5365853658536
"RS","TAVARES","432135",49,4.08163265306122,2.04081632653061,59.1836734693878,0,57.1428571428571,10.2040816326531,0,0,2.04081632653061,57.1428571428571
"RS","TENENTE PORTELA","432140",209,11.9617224880383,3.82775119617225,55.0239234449761,0.478468899521531,77.0334928229665,3.82775119617225,0.478468899521531,0.480769230769231,7.6555023923445,46.8899521531101
"RS","TERRA DE AREIA","432143",131,7.63358778625954,4.58015267175572,57.2519083969466,0,74.8091603053435,7.63358778625954,2.30769230769231,0,7.63358778625954,52.6717557251908
"RS","TEUTONIA","432145",415,10.8433734939759,1.92771084337349,74.9397590361446,0,96.3855421686747,3.13253012048193,0,1.44578313253012,5.30120481927711,50.6024096385542
"RS","TIO HUGO","432146",31,6.45161290322581,6.45161290322581,77.4193548387097,0,74.1935483870968,9.67741935483871,0,0,16.1290322580645,70.9677419354839
"RS","TIRADENTES DO SUL","432147",65,18.75,9.23076923076923,69.2307692307692,0,80,12.3076923076923,4.61538461538462,0,13.8461538461539,43.0769230769231
"RS","TOROPI","432149",20,30,10,85,0,90,20,5,5,15,65
"RS","TORRES","432150",568,9.85915492957746,3.34507042253521,76.7605633802817,0.528169014084507,75.1760563380282,4.23280423280423,0.529100529100529,2.11267605633803,6.51408450704225,50.5281690140845
"RS","TRAMANDAI","432160",761,9.92063492063492,2.63157894736842,50.5928853754941,2.63852242744063,73.8786279683377,5.68783068783069,0.793650793650794,0.527009222661397,8.01576872536137,49.0144546649146
"RS","TRAVESSEIRO","432162",11,0,0,81.8181818181818,0,81.8181818181818,0,0,0,0,18.1818181818182
"RS","TRES ARROIOS","432163",14,0,14.2857142857143,85.7142857142857,0,85.7142857142857,0,0,0,0,50
"RS","TRES CACHOEIRAS","432166",135,5.18518518518519,2.96296296296296,79.2592592592593,0.740740740740741,84.4444444444444,4.44444444444444,0,0.740740740740741,5.18518518518519,50.3703703703704
"RS","TRES COROAS","432170",312,11.2179487179487,2.56410256410256,65.0641025641026,0.641025641025641,85.5769230769231,6.41025641025641,0.32051282051282,0.961538461538462,8.33333333333333,45.8333333333333
"RS","TRES DE MAIO","432180",299,13.7123745819398,2.67558528428094,88.628762541806,0,87.2909698996656,8.69565217391304,0,0.334448160535117,9.03010033444816,48.494983277592
"RS","TRES FORQUILHAS","432183",27,11.1111111111111,0,59.2592592592593,0,77.7777777777778,11.1111111111111,0,0,3.7037037037037,44.4444444444444
"RS","TRES PALMEIRAS","432185",56,10.7142857142857,0,50,1.78571428571429,92.8571428571429,1.78571428571429,1.78571428571429,3.57142857142857,3.57142857142857,37.5
"RS","TRES PASSOS","432190",298,11.7845117845118,2.01342281879195,78.8590604026846,0.671140939597315,83.2214765100671,6.3758389261745,1.00671140939597,0,7.04697986577181,50
"RS","TRINDADE DO SUL","432195",88,9.09090909090909,0,54.5454545454545,1.13636363636364,77.2727272727273,7.95454545454545,1.13636363636364,1.13636363636364,7.95454545454545,42.0454545454545
"RS","TRIUNFO","432200",341,10.850439882698,2.93255131964809,64.5161290322581,0.293255131964809,81.524926686217,5.29411764705882,0.879765395894428,0.294117647058823,9.09090909090909,53.3724340175953
"RS","TUCUNDUVA","432210",44,15.9090909090909,0,90.9090909090909,0,81.8181818181818,2.27272727272727,0,0,11.3636363636364,43.1818181818182
"RS","TUNAS","432215",41,24.390243902439,9.75609756097561,82.9268292682927,0,82.9268292682927,0,0,2.4390243902439,19.5121951219512,60
